Autor,Frequencia,Offset,Timestamp_Coleta
"Aalborg, Petar Popovski",1,0,2026-01-04T15:42:29.530614
"Abad, Maristela",1,0,2026-01-04T15:42:29.530614
"Abada, Christian Chukwuemeka",1,0,2026-01-04T15:42:29.530614
"Abade, André",1,0,2026-01-04T15:42:29.530614
"Abade, André da Silva",1,0,2026-01-04T15:42:29.530614
"Abade, Maíra Coelho",1,0,2026-01-04T15:42:29.530614
"Abade, Natanael Antunes",2,0,2026-01-04T15:42:29.530614
"Abadia, Ana Clara",1,0,2026-01-04T15:42:29.530614
"Abadia, Manuel Rodrigo Urbano",1,0,2026-01-04T15:42:29.530614
"Abadio, Ana Karina Rodrigues",3,0,2026-01-04T15:42:29.530614
"Abanto Ramos, Ivette Alejandra",1,0,2026-01-04T15:42:29.530614
"Abarca Alarcon, Maria Alejandra Claudia",1,0,2026-01-04T15:42:29.530614
"Abati, Flávia Rech",1,0,2026-01-04T15:42:29.530614
"Abbad, Gardênia da Silva",47,0,2026-01-04T15:42:29.530614
"Abbas, Claudia Jacy Barenco",1,0,2026-01-04T15:42:29.530614
"Abbehausen, Kaue Hermann",1,0,2026-01-04T15:42:29.530614
"Abdala, Bianca Ardanuy",1,0,2026-01-04T15:42:29.530614
"Abdala, Fábio de Andrade",1,0,2026-01-04T15:42:29.530614
"Abdala, Ingrid Gomes",2,0,2026-01-04T15:42:29.530614
"Abdalla Filho, Adibe Luiz",1,0,2026-01-04T15:42:29.530614
"Abdalla Filho, Elias",4,0,2026-01-04T15:42:29.530614
"Abdalla Júnior, Humberto",10,0,2026-01-04T15:42:29.530614
"Abdalla, Adibe Luiz",8,0,2026-01-04T15:42:29.530614
"Abdalla, Douglas Reis",1,0,2026-01-04T15:42:29.530614
"Abdalla, Dulcineia Saes Parra",3,0,2026-01-04T15:42:29.530614
"Abdalla, Lídia Freire",1,0,2026-01-04T15:42:29.530614
"Abdalla, Stefanie de Castro",1,0,2026-01-04T15:42:29.530614
"Abdalla-Santos, Suâmi",1,0,2026-01-04T15:42:29.530614
"Abdelaziz, Jamila de Souza",1,0,2026-01-04T15:42:29.530614
"Abdelkarem, Keila Núbia Barbosa Ibrahim",1,0,2026-01-04T15:42:29.530614
"Abdelmur, Samuel Barbosa Mezavila",1,0,2026-01-04T15:42:29.530614
"Abdo, Rodrigo Figueiredo",1,0,2026-01-04T15:42:29.530614
"Abe, Augusto Shinya",1,0,2026-01-04T15:42:29.530614
"Abe, Érica dos Santos",1,0,2026-01-04T15:42:29.530614
"Abe, Marcos Massaki",1,0,2026-01-04T15:42:29.530614
"Abegg, Ilse",1,0,2026-01-04T15:42:29.530614
"Abel, Luis Sozinho",1,0,2026-01-04T15:42:29.530614
"Abelha, Judith",1,0,2026-01-04T15:42:29.530614
"Abers, Rebecca Neaera",9,0,2026-01-04T15:42:29.530614
"Aberson, Christopher L.",1,0,2026-01-04T15:42:29.530614
"Abib, Fernando César",1,0,2026-01-04T15:42:29.530614
"Abicalil, Victor Guinancio e",1,0,2026-01-04T15:42:29.530614
"Abigalil, Albamaria Paulino de Campos",2,0,2026-01-04T15:42:29.530614
"Abila, Neleide (org.)",1,0,2026-01-04T15:42:29.530614
"Abinader, Bernardo Ale",1,0,2026-01-04T15:42:29.530614
"Abirached, Carlos Felipe de Andrade",1,0,2026-01-04T15:42:29.530614
"Aboud Neta, Sumaia Resegue",1,0,2026-01-04T15:42:29.530614
"Abrahão Filho, Eduardo Antonio",1,0,2026-01-04T15:42:29.530614
"Abrahão, Amanda Amaral",1,0,2026-01-04T15:42:29.530614
"Abrahão, André Luiz Andrade",1,0,2026-01-04T15:42:29.530614
"Abrahão, Júlia Issy",11,50,2026-01-04T15:42:33.853210
"Abrahim, M. A.",1,50,2026-01-04T15:42:33.853210
"Abram, Ulrich",1,50,2026-01-04T15:42:33.853210
"Abramovay, Pedro Vieira",1,50,2026-01-04T15:42:33.853210
"Abranches, Marcelo Cerqueira de",1,50,2026-01-04T15:42:33.853210
"Abrantes, Dayane Martins",1,50,2026-01-04T15:42:33.853210
"Abrantes, Lívia Carvalho Sette",1,50,2026-01-04T15:42:33.853210
"Abrantes, Luiz Paulo Rosa",1,50,2026-01-04T15:42:33.853210
"Abrantes, Patricia Paulino Muniz de",1,50,2026-01-04T15:42:33.853210
"Abrantes, Paulo Cesar Coelho",41,50,2026-01-04T15:42:33.853210
"Abrantes, Paulo Cesar Coelho (org.)",1,50,2026-01-04T15:42:33.853210
"Abrantes, Paulo Cesar Coelho (trad.)",1,50,2026-01-04T15:42:33.853210
"Abrão Filho, Aziz",1,50,2026-01-04T15:42:33.853210
"Abrão, Aline Lauria Pires",2,50,2026-01-04T15:42:33.853210
"Abrão, Ana Cristina Freitas de Vilhena",1,50,2026-01-04T15:42:33.853210
"Abrão, Camila Lima",1,50,2026-01-04T15:42:33.853210
"Abrão, Cristina Siquieroli",1,50,2026-01-04T15:42:33.853210
"Abrão, Fernando Y.",1,50,2026-01-04T15:42:33.853210
"Abrão, Fernando Yano",1,50,2026-01-04T15:42:33.853210
"Abrão, Karen Cristina",1,50,2026-01-04T15:42:33.853210
"Abrão, Larissa Guimarães Martins",2,50,2026-01-04T15:42:33.853210
"Abrão, Alcídio",1,50,2026-01-04T15:42:33.853210
"Abrão, Aline Lauria Pires",1,50,2026-01-04T15:42:33.853210
"Abras, Anuar",5,50,2026-01-04T15:42:33.853210
"Abreu Junior, Cicero Vidal de",1,50,2026-01-04T15:42:33.853210
"Abreu Júnior, Fernando Souza",1,50,2026-01-04T15:42:33.853210
"Abreu Júnior, Nelson de",1,50,2026-01-04T15:42:33.853210
"Abreu Neta, Izabel Castro de",2,50,2026-01-04T15:42:33.853210
"Abreu Neto, Virgílio de Barros",1,50,2026-01-04T15:42:33.853210
"Abreu, Adriana Trópia de",1,50,2026-01-04T15:42:33.853210
"Abreu, Alexandre Leandro Santos de",1,50,2026-01-04T15:42:33.853210
"Abreu, Aline Isabella Saraiva Costa de Souza",1,50,2026-01-04T15:42:33.853210
"Abreu, Amanda Maria Santos",3,50,2026-01-04T15:42:33.853210
"Abreu, Ana Paula",1,50,2026-01-04T15:42:33.853210
"Abreu, Ana Virgínia Passos",1,50,2026-01-04T15:42:33.853210
"Abreu, Andrea Bossle de",1,50,2026-01-04T15:42:33.853210
"Abreu, Andrezza Romenia Lima de",1,50,2026-01-04T15:42:33.853210
"Abreu, Ângela de Fátima Barbosa",1,50,2026-01-04T15:42:33.853210
"Abreu, Anísia Batista Oliveira de",1,50,2026-01-04T15:42:33.853210
"Abreu, Anna Karolina de Carvalho",2,50,2026-01-04T15:42:33.853210
"Abreu, Aryana Dias de",1,50,2026-01-04T15:42:33.853210
"Abreu, Breno Tenório Ramalho de",2,50,2026-01-04T15:42:33.853210
"Abreu, Carina Tostes",1,50,2026-01-04T15:42:33.853210
"Abreu, Carolina Gonçalves",2,50,2026-01-04T15:42:33.853210
"Abreu, Caroline Figueiredo Belo",1,50,2026-01-04T15:42:33.853210
"Abreu, Cilair Rodrigues de",1,50,2026-01-04T15:42:33.853210
"Abreu, Claudilene Lima de",2,50,2026-01-04T15:42:33.853210
"Abreu, Clezio Rodrigues de Carvalho",1,50,2026-01-04T15:42:33.853210
"Abreu, Daisy Maria Xavier de",3,50,2026-01-04T15:42:33.853210
"Abreu, Daniel dos Santos",1,50,2026-01-04T15:42:33.853210
"Abreu, Daniela Cavalcante de",1,100,2026-01-04T15:42:38.154880
"Abreu, Danielle Matos de Menezes",2,100,2026-01-04T15:42:38.154880
"Abreu, Delmary Vasconcelos de",1,100,2026-01-04T15:42:38.154880
"Abreu, Deniz Helena Pereira",1,100,2026-01-04T15:42:38.154880
"Abreu, Emanuel Felipe Medeiros",2,100,2026-01-04T15:42:38.154880
"Abreu, Emmanuel Sousa de",1,100,2026-01-04T15:42:38.154880
"Abreu, Fabrício Santos Dias de",2,100,2026-01-04T15:42:38.154880
"Abreu, Fani Costa de",1,100,2026-01-04T15:42:38.154880
"Abreu, Fernando Antunes de",1,100,2026-01-04T15:42:38.154880
"Abreu, Francesca Emmanuelle Leite Viana",1,100,2026-01-04T15:42:38.154880
"Abreu, Gabriel Mendes de",1,100,2026-01-04T15:42:38.154880
"Abreu, Giovana Duailibe de",1,100,2026-01-04T15:42:38.154880
"Abreu, Glauber Gonçalves de",2,100,2026-01-04T15:42:38.154880
"Abreu, Icaro Sousa",1,100,2026-01-04T15:42:38.154880
"Abreu, Ingergleice Machado de Oliveira",2,100,2026-01-04T15:42:38.154880
"Abreu, Ivan Guilherme Hamouche",2,100,2026-01-04T15:42:38.154880
"Abreu, Joana Ribeiro de",2,100,2026-01-04T15:42:38.154880
"Abreu, Joel Antônio Cordeiro de",1,100,2026-01-04T15:42:38.154880
"Abreu, José Antônio de",1,100,2026-01-04T15:42:38.154880
"Abreu, Juliana Marafon Pereira de",1,100,2026-01-04T15:42:38.154880
"Abreu, Karoline de Britto Rocildes",1,100,2026-01-04T15:42:38.154880
"Abreu, L. G.",1,100,2026-01-04T15:42:38.154880
"Abreu, Lanna Takada de",1,100,2026-01-04T15:42:38.154880
"Abreu, Larissa Redusino",1,100,2026-01-04T15:42:38.154880
"Abreu, Leticia de Figueiredo Assencio",1,100,2026-01-04T15:42:38.154880
"Abreu, Lucélia de Jesus",1,100,2026-01-04T15:42:38.154880
"Abreu, Lucijane Monteiro de",2,100,2026-01-04T15:42:38.154880
"Abreu, Ludmilla Pinto Guiotti Cintra",1,100,2026-01-04T15:42:38.154880
"Abreu, Maria Aparecida Silva de",1,100,2026-01-04T15:42:38.154880
"Abreu, Mariângela Fernandes",1,100,2026-01-04T15:42:38.154880
"Abreu, Mário Alexandre de",1,100,2026-01-04T15:42:38.154880
"Abreu, Mirian Helena Hoeschl",1,100,2026-01-04T15:42:38.154880
"Abreu, Paulo Sérgio Barbosa",1,100,2026-01-04T15:42:38.154880
"Abreu, Pedro Ferronato Gomes de",1,100,2026-01-04T15:42:38.154880
"Abreu, Priscila Assis de",1,100,2026-01-04T15:42:38.154880
"Abreu, Ricardo Gadelha de",1,100,2026-01-04T15:42:38.154880
"Abreu, Robson Lopes",2,100,2026-01-04T15:42:38.154880
"Abreu, Samia",4,100,2026-01-04T15:42:38.154880
"Abreu, Simone de Paula Miranda",3,100,2026-01-04T15:42:38.154880
"Abreu, Tainá de",3,100,2026-01-04T15:42:38.154880
"Abreu, Tarcísio Lyra dos Santos",2,100,2026-01-04T15:42:38.154880
"Abreu, Tenner Inauhiny de",1,100,2026-01-04T15:42:38.154880
"Abreu, Thiago Ayres Lazzarotti",2,100,2026-01-04T15:42:38.154880
"Abreu, Thomaz Antonio Santos",2,100,2026-01-04T15:42:38.154880
"Abreu, Urbano Gomes Pinto de",8,100,2026-01-04T15:42:38.154880
"Abreu, Vera Maria Tomé de",1,100,2026-01-04T15:42:38.154880
"Abreu, Virgínia Medim",1,100,2026-01-04T15:42:38.154880
"Abreu, Viviane Evangelista dos Santos",1,100,2026-01-04T15:42:38.154880
"Abreu, Weider Rocha de",1,100,2026-01-04T15:42:38.154880
"Abreu, Welles Matias de",4,100,2026-01-04T15:42:38.154880
"Abreu, Wenzel Castro de",1,150,2026-01-04T15:42:42.352894
"Abreu, Breno Silva de",2,150,2026-01-04T15:42:42.352894
"Abreu, Cilair Rodrigues de",1,150,2026-01-04T15:42:42.352894
"Abreu, Fabio de Almeida",1,150,2026-01-04T15:42:42.352894
"Abreu, Frederique R.",1,150,2026-01-04T15:42:42.352894
"Abreu, Gabriela de Azevedo",4,150,2026-01-04T15:42:42.352894
"Abreu, Luiz Eduardo",2,150,2026-01-04T15:42:42.352894
"Abreu, Maria V. A. de",1,150,2026-01-04T15:42:42.352894
"Abreu, Maury Sayão Lobato",1,150,2026-01-04T15:42:42.352894
"Abreu, Ricardo Gadelha de",1,150,2026-01-04T15:42:42.352894
"Abreu-Rodrigues, Josele",7,150,2026-01-04T15:42:42.352894
"Abreu-Santos, Bruno",1,150,2026-01-04T15:42:42.352894
"Abril, Neyla Graciela Pardo",1,150,2026-01-04T15:42:42.352894
"Abrunhosa, Letícia Santos",1,150,2026-01-04T15:42:42.352894
"Abruzzi, Clarissa Martensen",1,150,2026-01-04T15:42:42.352894
"Abucham, Julio",3,150,2026-01-04T15:42:42.352894
"Acácio, Cláudia Natércia Lima",2,150,2026-01-04T15:42:42.352894
"Acauan, Laura Vargas",2,150,2026-01-04T15:42:42.352894
"Acayaba, Raphael D.",1,150,2026-01-04T15:42:42.352894
"Acciarri, Cristina",3,150,2026-01-04T15:42:42.352894
"Acevedo, Ana Carolina",2,150,2026-01-04T15:42:42.352894
"Acevedo, Carlos Alirio Rico",1,150,2026-01-04T15:42:42.352894
"Acharya, Sarat Kumar",1,150,2026-01-04T15:42:42.352894
"Aciole, Paulo Henrique de Sá",3,150,2026-01-04T15:42:42.352894
"Acker, Clara Britto da Rocha",1,150,2026-01-04T15:42:42.352894
"Acle, Yussef Guardia Ismael",1,150,2026-01-04T15:42:42.352894
"Acosta Muñoz, Helger Augusto",1,150,2026-01-04T15:42:42.352894
"Acosta Urian, Yessica",1,150,2026-01-04T15:42:42.352894
"Acosta, María del Pilar Tobar",2,150,2026-01-04T15:42:42.352894
"Acosta, Rachel Klaczko",1,150,2026-01-04T15:42:42.352894
"Acosta, Angelina",1,150,2026-01-04T15:42:42.352894
"Acosta, María del Pilar Tobar",1,150,2026-01-04T15:42:42.352894
"Acunha, Fernando José Gonçalves",4,150,2026-01-04T15:42:42.352894
"Acurcio, Francisco de Assis",21,150,2026-01-04T15:42:42.352894
"Aczel, Balazs",1,150,2026-01-04T15:42:42.352894
"Adad, Clara Jane Costa",1,150,2026-01-04T15:42:42.352894
"Adamec, Martin",2,150,2026-01-04T15:42:42.352894
"Adamkovic, Matus",1,150,2026-01-04T15:42:42.352894
"Adamoli, Angélica N.",1,150,2026-01-04T15:42:42.352894
"Adamus, Sylwia",1,150,2026-01-04T15:42:42.352894
"Adany, Malua Mateus",1,150,2026-01-04T15:42:42.352894
"Adão, Luiz Filippe Santana",1,150,2026-01-04T15:42:42.352894
"Adão, Mariana Alves",1,150,2026-01-04T15:42:42.352894
"Adário, Júlia Lima",1,150,2026-01-04T15:42:42.352894
"Adasme Corvalán, Claudio Orlando",1,150,2026-01-04T15:42:42.352894
"Ades, César",1,150,2026-01-04T15:42:42.352894
"Adesida, Adetola B.",2,150,2026-01-04T15:42:42.352894
"Adetula, Adeyemi",1,150,2026-01-04T15:42:42.352894
"Adetula, Gabriel Agboola",1,150,2026-01-04T15:42:42.352894
"Adghirni, Zélia Leal",4,150,2026-01-04T15:42:42.352894
"Adimy, Mostafa",1,200,2026-01-04T15:42:46.659977
"Adjuto, Érica Neiva Praça",1,200,2026-01-04T15:42:46.659977
"Adjuto, Raphael Neiva Praça",1,200,2026-01-04T15:42:46.659977
"Adolpho, Carolina Vieira Tomanik",1,200,2026-01-04T15:42:46.659977
"Adoni, Tarso",1,200,2026-01-04T15:42:46.659977
"Adoric, Vera Cubela",1,200,2026-01-04T15:42:46.659977
"Adorno, Ana Lúcia Carrijo",2,200,2026-01-04T15:42:46.659977
"Adorno, Bruno Vilhena",1,200,2026-01-04T15:42:46.659977
"Adorno, Gilda Ladeira de Assis Republicano",1,200,2026-01-04T15:42:46.659977
"Adorno, José",1,200,2026-01-04T15:42:46.659977
"Adorno, Marta Lúcia Guimarães Resende",1,200,2026-01-04T15:42:46.659977
"Adôrno, Rodrigo Rodrigues",3,200,2026-01-04T15:42:46.659977
"Adorno, José",1,200,2026-01-04T15:42:46.659977
"Adriana, Jane",1,200,2026-01-04T15:42:46.659977
"Adriano, Henrique Soares Rabelo",2,200,2026-01-04T15:42:46.659977
"Adriano, Ingreth da Silva",1,200,2026-01-04T15:42:46.659977
"Adriano, Levi Rosa",1,200,2026-01-04T15:42:46.659977
"Adriano, Nayana de Almeida",1,200,2026-01-04T15:42:46.659977
"Adriano, Vitor Soares Rabelo",1,200,2026-01-04T15:42:46.659977
"Aduan, Roberto Engel",1,200,2026-01-04T15:42:46.659977
"Adıgüzel, Arca",1,200,2026-01-04T15:42:46.659977
"Affonso, Guilherme Manno Penna Crepaldi",1,200,2026-01-04T15:42:46.659977
"Afhami, Reza",1,200,2026-01-04T15:42:46.659977
"Afiune, Luana A. F.",1,200,2026-01-04T15:42:46.659977
"Afiune, Luana Alves de Freitas",1,200,2026-01-04T15:42:46.659977
"Afiune, Merula Helena",1,200,2026-01-04T15:42:46.659977
"Afonina, Olga",1,200,2026-01-04T15:42:46.659977
"Afonseca, Karine Rodrigues",2,200,2026-01-04T15:42:46.659977
"Afonseca, Ulisses Rodrigues",1,200,2026-01-04T15:42:46.659977
"Afonso Junior, Delfim",1,200,2026-01-04T15:42:46.659977
"Afonso, Alexandre Ribeiro",1,200,2026-01-04T15:42:46.659977
"Afonso, Carlos Miguel Figueiredo",1,200,2026-01-04T15:42:46.659977
"Afonso, Carolina Campos",1,200,2026-01-04T15:42:46.659977
"Afonso, Cláudia",2,200,2026-01-04T15:42:46.659977
"Afonso, Edgar Augusto Lobato",1,200,2026-01-04T15:42:46.659977
"Afonso, Geraldo Sidnei",1,200,2026-01-04T15:42:46.659977
"Afonso, José Augusto Bastos",3,200,2026-01-04T15:42:46.659977
"Afonso, Luana Aline",2,200,2026-01-04T15:42:46.659977
"Afonso, Marcelo Pellizzaro Dias",1,200,2026-01-04T15:42:46.659977
"Afonso, Maria da Conceição Lima",5,200,2026-01-04T15:42:46.659977
"Afonso, Renato Abdalla",1,200,2026-01-04T15:42:46.659977
"Afonso, Sandra Regina",4,200,2026-01-04T15:42:46.659977
"Afonso, Sophia",1,200,2026-01-04T15:42:46.659977
"Afonso, Sophia Cunha",1,200,2026-01-04T15:42:46.659977
"Afonso, Stevam Lopes Alves",2,200,2026-01-04T15:42:46.659977
"Afonso, Yedda Beatriz Gomes de Almeida Dysman da Cruz Seixas Singer",1,200,2026-01-04T15:42:46.659977
"Afrahi, Shahram",1,200,2026-01-04T15:42:46.659977
"Agadullina, Elena",1,200,2026-01-04T15:42:46.659977
"Agatte, Juliana Picoli",1,200,2026-01-04T15:42:46.659977
"AGESIN, Bamikole Emmanuel",1,200,2026-01-04T15:42:46.659977
"Aggio, Natalia Maria",2,250,2026-01-04T15:42:51.097483
"Agilar, Everton de Vargas",1,250,2026-01-04T15:42:51.097483
"Agner, Marcelo Ramalho",3,250,2026-01-04T15:42:51.097483
"Agnez, Luciane Fassarella",1,250,2026-01-04T15:42:51.097483
"Agostineti, Kaíque",1,250,2026-01-04T15:42:51.097483
"Agostinho, Livia Borba",2,250,2026-01-04T15:42:51.097483
"Agostinho, Maria Lúcia de Oliveira",1,250,2026-01-04T15:42:51.097483
"Agostini-Costa, Tânia da Silveira",4,250,2026-01-04T15:42:51.097483
"Agra, Leandro de Almeida Neves Nepomuceno",1,250,2026-01-04T15:42:51.097483
"Agra, Leandro de Almeida Neves Nepomuceno",1,250,2026-01-04T15:42:51.097483
"Agrahari, Vivek",1,250,2026-01-04T15:42:51.097483
"Agreli, João",1,250,2026-01-04T15:42:51.097483
"Agrello, Deise Amaro",1,250,2026-01-04T15:42:51.097483
"Ågren, Hans",1,250,2026-01-04T15:42:51.097483
"Agreste, Fernanda Rodrigues",1,250,2026-01-04T15:42:51.097483
"Agualimpia, José David Hurtado",1,250,2026-01-04T15:42:51.097483
"Águas, Carla Ladeira Pimentel",1,250,2026-01-04T15:42:51.097483
"Aguayo, Alexis Pier",1,250,2026-01-04T15:42:51.097483
"Agudelo, Carlos",1,250,2026-01-04T15:42:51.097483
"Aguiar Filho, Cristiano Rocha de",3,250,2026-01-04T15:42:51.097483
"Aguiar Junior, Dióscoros Brito",1,250,2026-01-04T15:42:51.097483
"Aguiar Júnior, Nelson dos Reis",2,250,2026-01-04T15:42:51.097483
"Aguiar Júnior, Odair",1,250,2026-01-04T15:42:51.097483
"Aguiar Júnior, Silvestre Rabello de",1,250,2026-01-04T15:42:51.097483
"Aguiar, A. L.",1,250,2026-01-04T15:42:51.097483
"Aguiar, Adriana Barroso",1,250,2026-01-04T15:42:51.097483
"Aguiar, Adriano Saraiva",1,250,2026-01-04T15:42:51.097483
"Aguiar, Aline Silva de",1,250,2026-01-04T15:42:51.097483
"Aguiar, Ana Carolina Nunes de",2,250,2026-01-04T15:42:51.097483
"Aguiar, Ana Gabriela Gomes",1,250,2026-01-04T15:42:51.097483
"Aguiar, Ana Luísa Falcomer de",2,250,2026-01-04T15:42:51.097483
"Aguiar, Antonio José Camillo de",3,250,2026-01-04T15:42:51.097483
"Aguiar, Arthur da Costa",1,250,2026-01-04T15:42:51.097483
"Aguiar, Arthur Silva",2,250,2026-01-04T15:42:51.097483
"Aguiar, Beatriz A.",1,250,2026-01-04T15:42:51.097483
"Aguiar, Beatriz Regina Lima de",4,250,2026-01-04T15:42:51.097483
"Aguiar, Carly Batista de",1,250,2026-01-04T15:42:51.097483
"Aguiar, Clarice Machado",1,250,2026-01-04T15:42:51.097483
"Aguiar, Clarice Machado (org.)",1,250,2026-01-04T15:42:51.097483
"Aguiar, Cleyton Barbosa",1,250,2026-01-04T15:42:51.097483
"Aguiar, Cristhiane Pinheiro Teixeira Gico de",1,250,2026-01-04T15:42:51.097483
"Aguiar, Cristiane Diniz",1,250,2026-01-04T15:42:51.097483
"Aguiar, Dalva Silva de",1,250,2026-01-04T15:42:51.097483
"Aguiar, Diogo do Vale de",1,250,2026-01-04T15:42:51.097483
"Aguiar, Dióscoros",1,250,2026-01-04T15:42:51.097483
"Aguiar, Douglas Rafael de Castro",1,250,2026-01-04T15:42:51.097483
"Aguiar, Eduardo Alipio Paulino de",1,250,2026-01-04T15:42:51.097483
"Aguiar, Erick Frederico Kill",1,250,2026-01-04T15:42:51.097483
"Aguiar, Érika Demachki",1,250,2026-01-04T15:42:51.097483
"Aguiar, Eurico de",1,250,2026-01-04T15:42:51.097483
"Aguiar, Fernando Henrique Rezende de",2,300,2026-01-04T15:42:55.355000
"Aguiar, Fernando José Ferreira",1,300,2026-01-04T15:42:55.355000
"Aguiar, Frederick Mendes",2,300,2026-01-04T15:42:55.355000
"Aguiar, Gardene Souza de",1,300,2026-01-04T15:42:55.355000
"Aguiar, Giane Maria Porto de",1,300,2026-01-04T15:42:55.355000
"Aguiar, Giovanna Paiva",1,300,2026-01-04T15:42:55.355000
"Aguiar, Gizelle Andrade de",1,300,2026-01-04T15:42:55.355000
"Aguiar, Heiza Maria Dias de Sousa Pinho",1,300,2026-01-04T15:42:55.355000
"Aguiar, Henrique P.",1,300,2026-01-04T15:42:55.355000
"Aguiar, Janaina Couvo Teixeira Maia de",1,300,2026-01-04T15:42:55.355000
"Aguiar, Janaina Marques de",1,300,2026-01-04T15:42:55.355000
"Aguiar, João Renato Carneiro de",5,300,2026-01-04T15:42:55.355000
"Aguiar, Jonathan Meireles de",1,300,2026-01-04T15:42:55.355000
"Aguiar, Jorge Luís Branco",1,300,2026-01-04T15:42:55.355000
"Aguiar, Jose Albino",1,300,2026-01-04T15:42:55.355000
"Aguiar, Juliana Silva Rocha",1,300,2026-01-04T15:42:55.355000
"Aguiar, Juliany Gonçalves Guimarães de",1,300,2026-01-04T15:42:55.355000
"Aguiar, Katrícia Costa Silva Soares de Souza",1,300,2026-01-04T15:42:55.355000
"Aguiar, Kelen M. F. Rossi de",2,300,2026-01-04T15:42:55.355000
"Aguiar, Kelver Rodrigues de",1,300,2026-01-04T15:42:55.355000
"Aguiar, L. M. S.",1,300,2026-01-04T15:42:55.355000
"Aguiar, Larissa Andrade de",2,300,2026-01-04T15:42:55.355000
"Aguiar, Larissa dos Santos",3,300,2026-01-04T15:42:55.355000
"Aguiar, Laura Angel Cândido de",1,300,2026-01-04T15:42:55.355000
"Aguiar, Letícia de Oliveira Fraga de",1,300,2026-01-04T15:42:55.355000
"Aguiar, Lígia Maria Carlos",1,300,2026-01-04T15:42:55.355000
"Aguiar, Lileane Praia Portela de",1,300,2026-01-04T15:42:55.355000
"Aguiar, Lílian Rodrigues de Melo de",1,300,2026-01-04T15:42:55.355000
"Aguiar, Lorena Andrade de",2,300,2026-01-04T15:42:55.355000
"Aguiar, Luana Frossard Gomes de",1,300,2026-01-04T15:42:55.355000
"Aguiar, Luane da Conceição",2,300,2026-01-04T15:42:55.355000
"Aguiar, Lucas Barbosa de",3,300,2026-01-04T15:42:55.355000
"Aguiar, Lucas Correia",1,300,2026-01-04T15:42:55.355000
"Aguiar, Lucas Fernandes",1,300,2026-01-04T15:42:55.355000
"Aguiar, Luciana Mara Meireles",1,300,2026-01-04T15:42:55.355000
"Aguiar, Ludimar Lima de",1,300,2026-01-04T15:42:55.355000
"Aguiar, Ludmilla Moura de Souza",16,300,2026-01-04T15:42:55.355000
"Aguiar, Luiz Henrique Machado de",2,300,2026-01-04T15:42:55.355000
"Aguiar, Luiz Henrique Morais",1,300,2026-01-04T15:42:55.355000
"Aguiar, Manoel Robson",1,300,2026-01-04T15:42:55.355000
"Aguiar, Marcelo Araújo de Sales",1,300,2026-01-04T15:42:55.355000
"Aguiar, Marcelo Ribeiro Ferreira",1,300,2026-01-04T15:42:55.355000
"Aguiar, Marília R. A.",1,300,2026-01-04T15:42:55.355000
"Aguiar, Mário César de",1,300,2026-01-04T15:42:55.355000
"Aguiar, Mattheus Pereira da Silva",1,300,2026-01-04T15:42:55.355000
"Aguiar, Mirna Cibelle Barcelos de",1,300,2026-01-04T15:42:55.355000
"Aguiar, Narla Galeno de",1,300,2026-01-04T15:42:55.355000
"Aguiar, Patrícia Coutinho",1,300,2026-01-04T15:42:55.355000
"Aguiar, Pedro Victor Vilela de",1,300,2026-01-04T15:42:55.355000
"Aguiar, Rafael dos Reis",1,300,2026-01-04T15:42:55.355000
"Aguiar, Raiane Costa Coimbra de",1,350,2026-01-04T15:42:59.579470
"Aguiar, Raimundo Wagner de Souza",3,350,2026-01-04T15:42:59.579470
"Aguiar, Raphael Augusto Teixeira de",1,350,2026-01-04T15:42:59.579470
"Aguiar, Rebeka da Silva",1,350,2026-01-04T15:42:59.579470
"Aguiar, Regina Jodely Rodrigues Campos",1,350,2026-01-04T15:42:59.579470
"Aguiar, Renata Diniz",1,350,2026-01-04T15:42:59.579470
"Aguiar, Ricardo Santos de",1,350,2026-01-04T15:42:59.579470
"Aguiar, Roberto Armando Ramos de",2,350,2026-01-04T15:42:59.579470
"Aguiar, Rosilândia Ferreira de",1,350,2026-01-04T15:42:59.579470
"Aguiar, Sérgio Martin",1,350,2026-01-04T15:42:59.579470
"Aguiar, Tatiane Carneiro",1,350,2026-01-04T15:42:59.579470
"Aguiar, Verônica Brito",1,350,2026-01-04T15:42:59.579470
"Aguiar, Viviane de Araújo",1,350,2026-01-04T15:42:59.579470
"Aguiar, Giovanna Paiva",1,350,2026-01-04T15:42:59.579470
"Aguiar, Lucas Barbosa de",1,350,2026-01-04T15:42:59.579470
"Aguiar, Ludmilla M.S",1,350,2026-01-04T15:42:59.579470
"Aguiar, Marília da S.",1,350,2026-01-04T15:42:59.579470
"Aguiar, Ronaldo Conde",1,350,2026-01-04T15:42:59.579470
"Aguiari, Juliana Flor de",1,350,2026-01-04T15:42:59.579470
"Aguilar Morón, María A.",1,350,2026-01-04T15:42:59.579470
"Aguilar Pinto, Alejandra",1,350,2026-01-04T15:42:59.579470
"Aguilar, Ana Carolina Rodrigues",2,350,2026-01-04T15:42:59.579470
"Aguilar, Ana Maria Gouveia Cavalcanti",1,350,2026-01-04T15:42:59.579470
"Aguilar, H. Marcelo",1,350,2026-01-04T15:42:59.579470
"Aguilar, Luciana Fonseca de",2,350,2026-01-04T15:42:59.579470
"Aguilar, Matheus Araújo",1,350,2026-01-04T15:42:59.579470
"Aguilar, O. Mario",1,350,2026-01-04T15:42:59.579470
