Nome Escolhido;Certeza (%);Frequencia Final;Nomes Agrupados
Almeida, Débora Rezende de;97.5;3;Almeida, Débora Rezende de (Freq:3, Sim:100%) | Almeida, Débora Cristina Rezende de (Freq:1, Sim:95%)
Almeida, Eduarda Costa (org.);100.0;2;Almeida, Eduarda Costa (org.) (Freq:2, Sim:100%)
Almeida, Eliane dos Santos;100.0;2;Almeida, Eliane dos Santos (Freq:2, Sim:100%)
Almeida, Elton Kleiton Albuquerque de;100.0;2;Almeida, Elton Kleiton Albuquerque de (Freq:2, Sim:100%)
Almeida, Erika Rodrigues de;95.5;1;Almeida, Erika Rodrigues de (Freq:1, Sim:100%) | Almeida, Nara Rodrigues de (Freq:1, Sim:91%)
Almeida, Erislene Silva de;100.0;4;Almeida, Erislene Silva de (Freq:4, Sim:100%)
Almeida, Fabrício Fernandes;100.0;5;Almeida, Fabrício Fernandes (Freq:5, Sim:100%)
Almeida, Fabrício Tavares Cunha de;100.0;2;Almeida, Fabrício Tavares Cunha de (Freq:2, Sim:100%)
Almeida, Felipe Marques de;100.0;2;Almeida, Felipe Marques de (Freq:2, Sim:100%)
Almeida, Fernanda Beserra de;100.0;1;Almeida, Fernanda Beserra de (Freq:1, Sim:100%)
Almeida, Fernanda Coutinho de;95.0;4;Almeida, Fernanda Coutinho de (Freq:4, Sim:100%) | Almeida, Fernanda C. de (Freq:1, Sim:90%)
Almeida, Fernanda Vasconcelos de;100.0;4;Almeida, Fernanda Vasconcelos de (Freq:4, Sim:100%)
Almeida, Frederico Piontkowski de Souza;100.0;2;Almeida, Frederico Piontkowski de Souza (Freq:2, Sim:100%)
Almeida, Fábio Portela Lopes de;100.0;7;Almeida, Fábio Portela Lopes de (Freq:7, Sim:100%)
Almeida, Gabriel Magalhães Juvenal;100.0;2;Almeida, Gabriel Magalhães Juvenal (Freq:2, Sim:100%)
Almeida, Gil Roberto Gomes de;96.7;2;Almeida, Gil Roberto Gomes de (Freq:2, Sim:100%) | Almeida, Gil Roberto (Freq:1, Sim:95%) | Almeida, Roberto Gomes de (Freq:1, Sim:95%)
Almeida, Glória da Silva;100.0;2;Almeida, Glória da Silva (Freq:2, Sim:100%)
Almeida, Guilherme Policena de;100.0;2;Almeida, Guilherme Policena de (Freq:2, Sim:100%)
Almeida, Gustavo Costa;100.0;3;Almeida, Gustavo Costa (Freq:3, Sim:100%)
Almeida, Isaac Leandro de;100.0;4;Almeida, Isaac Leandro de (Freq:4, Sim:100%)
Almeida, Isabela Castro de;100.0;2;Almeida, Isabela Castro de (Freq:2, Sim:100%)
Almeida, Isabella da Silva;100.0;2;Almeida, Isabella da Silva (Freq:2, Sim:100%)
Almeida, Jaime Gonçalves de;96.3;6;Almeida, Jaime Gonçalves de (Freq:6, Sim:100%) | Almeida, Simone Gonçalves de (Freq:2, Sim:91%) | Almeida, Jaime Gonçalves de (Freq:1, Sim:98%)
Almeida, Jaime de;98.5;5;Almeida, Jaime de (Freq:5, Sim:100%) | Almeida, Jaime de (Freq:1, Sim:97%)
Almeida, Janete Alves de;100.0;2;Almeida, Janete Alves de (Freq:2, Sim:100%)
Almeida, Jeeser Alves de;97.5;3;Almeida, Jeeser Alves de (Freq:3, Sim:100%) | Almeida, Jeeser Alves (Freq:2, Sim:95%)
Almeida, José Roberto Fogaça de;100.0;2;Almeida, José Roberto Fogaça de (Freq:2, Sim:100%)
Almeida, João Paulo Dantas;100.0;2;Almeida, João Paulo Dantas (Freq:2, Sim:100%)
Almeida, Juliana Guedes;100.0;3;Almeida, Juliana Guedes (Freq:3, Sim:100%)
Almeida, Juliana Pascualote Lemos de;100.0;3;Almeida, Juliana Pascualote Lemos de (Freq:3, Sim:100%)
Almeida, Júlia Arêdes de;100.0;2;Almeida, Júlia Arêdes de (Freq:2, Sim:100%)
Almeida, Júlio César Franco;100.0;2;Almeida, Júlio César Franco (Freq:2, Sim:100%)
Almeida, Keyla Caroline de;100.0;3;Almeida, Keyla Caroline de (Freq:3, Sim:100%)
Almeida, Leandro S.;98.5;1;Almeida, Leandro S. (Freq:1, Sim:100%) | Almeida, Leandro S. (Freq:1, Sim:97%)
Almeida, Leonardo Kenzo de;100.0;1;Almeida, Leonardo Kenzo de (Freq:1, Sim:100%)
Almeida, Leonardo de Oliveira;100.0;1;Almeida, Leonardo de Oliveira (Freq:1, Sim:100%)
Almeida, Leones Alves de;100.0;3;Almeida, Leones Alves de (Freq:3, Sim:100%)
Almeida, Lia de Azevedo;100.0;3;Almeida, Lia de Azevedo (Freq:3, Sim:100%)
Almeida, Liana Soares;100.0;2;Almeida, Liana Soares (Freq:2, Sim:100%)
Almeida, Lourdes Lemos;100.0;2;Almeida, Lourdes Lemos (Freq:2, Sim:100%)
Almeida, Lucas Coelho de;100.0;2;Almeida, Lucas Coelho de (Freq:2, Sim:100%)
Almeida, Lucas Malta;100.0;5;Almeida, Lucas Malta (Freq:5, Sim:100%)
Almeida, Lucimar Batista de;100.0;3;Almeida, Lucimar Batista de (Freq:3, Sim:100%)
Almeida, Luiza Silva;97.5;1;Almeida, Luiza Silva (Freq:1, Sim:100%) | Silva, Ana Luiza Almeida e (Freq:1, Sim:95%)
Almeida, Luzia Etelvina de;99.0;1;Almeida, Luzia Etelvina de (Freq:1, Sim:100%) | Almeida, Luzia Etelvina de (Freq:1, Sim:98%)
Almeida, Luís Felipe Paes de;100.0;2;Almeida, Luís Felipe Paes de (Freq:2, Sim:100%)
Almeida, Manuela Carvalho de;100.0;2;Almeida, Manuela Carvalho de (Freq:2, Sim:100%)
Almeida, Marcelo Pereira;92.0;2;Almeida, Marcelo (Freq:2, Sim:100%) | Almeida, Marcelo Pereira (Freq:2, Sim:90%) | Almeida, Marcelo Araújo de (Freq:1, Sim:90%) | Almeida, Marcelo Rubens Braga de (Freq:1, Sim:90%) | Almeida, Marcos (Freq:1, Sim:90%)
Almeida, Marcos Inacio Severo de;99.0;1;Almeida, Marcos Inacio Severo de (Freq:1, Sim:100%) | Almeida, Marcos Inácio Severo de (Freq:1, Sim:98%)
Almeida, Marcos Paulo Teixeira de;100.0;2;Almeida, Marcos Paulo Teixeira de (Freq:2, Sim:100%)
Almeida, Maria Aparecida Alves Leite dos Santos;100.0;2;Almeida, Maria Aparecida Alves Leite dos Santos (Freq:2, Sim:100%)
Almeida, Maria Cecília Pedreira de (org.);97.5;1;Almeida, Maria Cecília Pedreira de (Freq:1, Sim:100%) | Almeida, Maria Cecília Pedreira de (org.) (Freq:1, Sim:95%)
Almeida, Maria Leonor Silva de;100.0;2;Almeida, Maria Leonor Silva de (Freq:2, Sim:100%)
Almeida, Maria Luiza Ferreira Assumpção;97.5;1;Almeida, Maria Luiza Ferreira Assumpção (Freq:1, Sim:100%) | Assumpção, Maria Luiza Ferreira (Freq:1, Sim:95%)
Almeida, Maria Weila Coêlho;97.5;2;Almeida, Maria Weila Coêlho (Freq:2, Sim:100%) | Almeida, Maria Weila Coêlho (org.) (Freq:1, Sim:95%)
Almeida, Mariana Martins Severo de;100.0;2;Almeida, Mariana Martins Severo de (Freq:2, Sim:100%)
Almeida, Mariana Pacheco de;97.0;1;Almeida, Mariana Pacheco de (Freq:1, Sim:100%) | Almeida, Marília Pacheco de (Freq:1, Sim:94%)
Almeida, Maristela Raquel de;100.0;2;Almeida, Maristela Raquel de (Freq:2, Sim:100%)
Almeida, Mariza de;100.0;2;Almeida, Mariza de (Freq:2, Sim:100%)
Almeida, Marília Mendes de;100.0;2;Almeida, Marília Mendes de (Freq:2, Sim:100%)
Almeida, Mayra Resende Costa;100.0;2;Almeida, Mayra Resende Costa (Freq:2, Sim:100%)
Almeida, Meneleu Augusto de;95.0;1;Almeida, Meneleu Augusto de (Freq:1, Sim:100%) | Almeida, Meneleu A. de (Freq:1, Sim:90%)
Almeida, Márcia Furquim de;98.0;2;Almeida, Márcia Furquim de (Freq:2, Sim:100%) | Almeida, Marcia Furquim de (Freq:1, Sim:96%)
Almeida, Nalvo F.;97.5;1;Almeida, Nalvo (Freq:1, Sim:100%) | Almeida, Nalvo F. (Freq:1, Sim:95%)
Almeida, Neilia Barros Ferreira de;100.0;2;Almeida, Neilia Barros Ferreira de (Freq:2, Sim:100%)
Almeida, Nilvânia Cardoso;100.0;2;Almeida, Nilvânia Cardoso (Freq:2, Sim:100%)
Almeida, Onislene Alves Evangelista de;100.0;2;Almeida, Onislene Alves Evangelista de (Freq:2, Sim:100%)
Almeida, Onília Cristina de Souza de;100.0;2;Almeida, Onília Cristina de Souza de (Freq:2, Sim:100%)
Almeida, Osório Luís Rangel de;96.5;1;Almeida, Osório Luís Rangel de (Freq:1, Sim:100%) | Almeida, Osório Luiz Rangel de (Freq:1, Sim:93%)
Almeida, Paula Rodrigues de;100.0;1;Almeida, Paula Rodrigues de (Freq:1, Sim:100%)
Almeida, Paulo César Andrade;99.0;1;Almeida, Paulo César Andrade (Freq:1, Sim:100%) | Almeida, Paulo César Andrade (Freq:1, Sim:98%)
Almeida, Paulo Henrique Soares de;97.5;2;Almeida, Paulo Henrique Soares de (Freq:2, Sim:100%) | Almeida, Paulo Henrique de (Freq:1, Sim:95%)
Almeida, Paulo Silva de;97.5;4;Almeida, Paulo Silva de (Freq:4, Sim:100%) | Almeida, Pedro Paulo Silva de (Freq:1, Sim:95%)
Almeida, Pedro Henrique Tavares Queiroz de;100.0;3;Almeida, Pedro Henrique Tavares Queiroz de (Freq:3, Sim:100%)
Almeida, Pedro Paulo Palazzo de;100.0;2;Almeida, Pedro Paulo Palazzo de (Freq:2, Sim:100%)
Almeida, Pilar de;100.0;2;Almeida, Pilar de (Freq:2, Sim:100%)
Almeida, Priscila Claudino de;100.0;5;Almeida, Priscila Claudino de (Freq:5, Sim:100%)
Almeida, Raphael Ferreira;99.0;3;Almeida, Raphael Ferreira (Freq:3, Sim:100%) | Almeida, Raphael Ferreira (Freq:1, Sim:98%)
Almeida, Raquel Elisa de;100.0;2;Almeida, Raquel Elisa de (Freq:2, Sim:100%)
Almeida, Raquel das Neves;100.0;4;Almeida, Raquel das Neves (Freq:4, Sim:100%) | Almeida, Raquel Das Neves (Freq:1, Sim:100%)
Almeida, Rebecca Samara Fidelis de;100.0;2;Almeida, Rebecca Samara Fidelis de (Freq:2, Sim:100%)
Almeida, Renata Paula Coppini de;99.0;1;Almeida, Renata Paula Coppini de (Freq:1, Sim:100%) | Almeida, Renata Paula Coppini de (Freq:1, Sim:98%)
Almeida, Ricardo Miyasaka de;97.5;3;Almeida, Ricardo Miyasaka de (Freq:3, Sim:100%) | Almeida, Ricardo Miyasaka (Freq:1, Sim:95%)
Almeida, Ricardo Titze de;97.5;7;Almeida, Ricardo Titze de (Freq:7, Sim:100%) | Titze-de-Almeida, Ricardo (Freq:1, Sim:95%)
Almeida, Riezo Silva;100.0;2;Almeida, Riezo Silva (Freq:2, Sim:100%)
Almeida, Robson Lopes de;100.0;4;Almeida, Robson Lopes de (Freq:4, Sim:100%)
Almeida, Rodrigo Coutinho de;100.0;7;Almeida, Rodrigo Coutinho de (Freq:7, Sim:100%)
Almeida, Romulo Medeiros de;98.7;3;Almeida, Romulo Medeiros de (Freq:3, Sim:100%) | Almeida, Romulo Medeiro de (Freq:1, Sim:98%) | Almeida, Romulo Medeiros de (Freq:1, Sim:98%)
Almeida, Rosane Mansan;97.5;4;Almeida, Rosane Mansan (Freq:4, Sim:100%) | Almeida, Rosane Mansan de (Freq:1, Sim:95%)
Almeida, Rubens dos Santos Samuel de;100.0;2;Almeida, Rubens dos Santos Samuel de (Freq:2, Sim:100%)
Almeida, Sabrina Esteves Matos;100.0;2;Almeida, Sabrina Esteves Matos (Freq:2, Sim:100%)
Almeida, Samira Mendonça de;100.0;2;Almeida, Samira Mendonça de (Freq:2, Sim:100%)
Almeida, Samira Santana de;100.0;2;Almeida, Samira Santana de (Freq:2, Sim:100%)
Almeida, Sandra Francesca Conte de;100.0;5;Almeida, Sandra Francesca Conte de (Freq:5, Sim:100%)
Almeida, Sandro R.;100.0;1;Almeida, Sandro R. (Freq:1, Sim:100%)
Almeida, Sandro Rogério de;97.5;4;Almeida, Sandro Rogério de (Freq:4, Sim:100%) | Almeida, Sandro de (Freq:1, Sim:95%)
Almeida, Scarlett Dantas de Sá;100.0;2;Almeida, Scarlett Dantas de Sá (Freq:2, Sim:100%)
Almeida, Sheila Freitas de;100.0;2;Almeida, Sheila Freitas de (Freq:2, Sim:100%)
Almeida, Sheyla Gomes de;100.0;2;Almeida, Sheyla Gomes de (Freq:2, Sim:100%)
Almeida, Simoneide Souza Titze de;100.0;3;Almeida, Simoneide Souza Titze de (Freq:3, Sim:100%)
Almeida, Tati de;96.7;8;Almeida, Tati de (Freq:8, Sim:100%) | Almeida, Tati (Freq:1, Sim:95%) | Almeida, Tati de (ed.) (Freq:1, Sim:95%)
Almeida, Tatiana de Oliveira de;100.0;1;Almeida, Tatiana de Oliveira de (Freq:1, Sim:100%)
Almeida, Tayana Filgueira Galdino;100.0;2;Almeida, Tayana Filgueira Galdino (Freq:2, Sim:100%)
Almeida, Thiago Oliveira de;95.5;1;Almeida, Hyggo Oliveira de (Freq:1, Sim:100%) | Almeida, Thiago Oliveira de (Freq:1, Sim:91%)
Almeida, Tânia Mara Campos de;97.5;14;Almeida, Tânia Mara Campos de (Freq:14, Sim:100%) | Almeida, Tânia Mara Campos de (org.) (Freq:1, Sim:95%)
Almeida, Valéria Gentil;100.0;3;Almeida, Valéria Gentil (Freq:3, Sim:100%)
Almeida, Valéria Ribeiro da Silva Franklin;100.0;2;Almeida, Valéria Ribeiro da Silva Franklin (Freq:2, Sim:100%)
Almeida, Vanessa Borges;97.5;1;Almeida, Vanessa Borges (Freq:1, Sim:100%) | Almeida, Vanessa Borges de (Freq:1, Sim:95%)
Almeida, Vicente Eduardo Soares de;97.5;1;Almeida, Vicente Eduardo Soares de (Freq:1, Sim:100%) | Vicente, Eduardo Soares de Almeida (Freq:1, Sim:95%)
Almeida, Vinícius;95.0;1;Almeida, Vinícius (Freq:1, Sim:100%) | Almeida, Vinícius Cristiano de (Freq:1, Sim:90%)
Almeida, Wendy Fernanda de;100.0;1;Almeida, Wendy Fernanda de (Freq:1, Sim:100%)
Almeida, Ângela Maria de Oliveira;95.0;13;Almeida, Ângela Maria de Oliveira (Freq:13, Sim:100%) | Almeida, Isabella Maria de Oliveira (Freq:3, Sim:90%)
Almeida, Alessandra Maciel;100.0;2;Almeida, Alessandra Maciel (Freq:2, Sim:100%)
Almeida, J. Souza de;100.0;2;Almeida, J. Souza de (Freq:2, Sim:100%)
Almeida, Leandro Silva;97.7;2;Almeida, Leandro Silva (Freq:2, Sim:100%) | Almeida, Leandro Silva (Freq:1, Sim:98%) | Almeida, Leandro da Silva (Freq:1, Sim:95%)
Almeida, Leonardo Daniel;95.0;1;Almeida, Leonardo Daniel de (Freq:1, Sim:100%) | Almeida, Leonardo de (Freq:1, Sim:95%) | Almeida, Leonardo Daniel (Freq:1, Sim:95%) | Sá, Leonardo Almeida de (Freq:1, Sim:90%)
Almeida, Marcos Célio de;96.5;1;Almeida, Marcos C de (Freq:1, Sim:100%) | Almeida, Marcos Célio de (Freq:1, Sim:93%)
Almeida, Tatiana Prestes;100.0;1;Almeida, Tatiana Prestes (Freq:1, Sim:100%)
Almeida-Filho, Naomar M.;97.0;1;Almeida Filho, Naomar de (Freq:1, Sim:100%) | Almeida-Filho, Naomar M. (Freq:1, Sim:91%) | Almeida-Filho, Naomar de (Freq:1, Sim:100%)
Almendra, Renata Silva;96.5;2;Almendra, Renata Silva (Freq:2, Sim:100%) | Almeida, Renata Silva (Freq:1, Sim:93%)
Almo, Manuela Maragno do;100.0;5;Almo, Manuela Maragno do (Freq:5, Sim:100%)
Alonso, Luiza Beth Nunes;100.0;4;Alonso, Luiza Beth Nunes (Freq:4, Sim:100%)
Alsina Júnior, João Paulo Soares;100.0;3;Alsina Júnior, João Paulo Soares (Freq:3, Sim:100%)
Althoff, Lucas S.;100.0;1;Althoff, Lucas S. (Freq:1, Sim:100%)
Althoff, Lucas dos Santos;95.0;2;Althoff, Lucas dos Santos (Freq:2, Sim:100%) | Althoff, Lucas (Freq:1, Sim:90%)
Alvarado Sizzo, Ilia (Org.);95.0;1;Alvarado Sizzo, Ilia (Org.) (Freq:1, Sim:100%) | Alvarado Sizzo, Ilia (ed.) (Freq:1, Sim:90%) | Sizzo, Ilia Alvarado (Freq:1, Sim:95%)
Alvarenga, Adriano Braga Brasileiro de;100.0;2;Alvarenga, Adriano Braga Brasileiro de (Freq:2, Sim:100%)
Alvarenga, Marcos;95.0;1;Alvarenga, Marcos (Freq:1, Sim:100%) | Alvarenga, Marcos Junior Santos de (Freq:1, Sim:90%)
Alvares, Guilherme Fajardo Roldão;99.0;1;Alvares, Guilherme Fajardo Roldão (Freq:1, Sim:100%) | Álvares, Guilherme Fajardo Roldão (Freq:1, Sim:98%)
Alvares, Karla Cristina Ferreira;95.0;2;Alvares, Karla (Freq:2, Sim:100%) | Alvares, Karla Cristina Ferreira (Freq:2, Sim:90%)
Alvares, Lillian Maria Araújo de Rezende;97.3;21;Alvares, Lillian Maria Araújo de Rezende (Freq:21, Sim:100%) | Alvares, Lillian Maria Araújo de Rezende (org.) (Freq:1, Sim:95%) | Álvares, Lilian Maria Araújo de Rezende (Freq:1, Sim:97%)
Alvarez Bestard, Guillermo;100.0;4;Alvarez Bestard, Guillermo (Freq:4, Sim:100%)
Alvarez Fernandez, Stephanie Milena;100.0;2;Alvarez Fernandez, Stephanie Milena (Freq:2, Sim:100%)
Alvarez, Gabriel Omar;100.0;2;Alvarez, Gabriel Omar (Freq:2, Sim:100%)
Alvarez, Julia Mitsuno Kato Aiza;99.0;1;Alvarez, Julia Mitsuno Kato Aiza (Freq:1, Sim:100%) | Alvarez, Júlia Mitsuno Kato Aiza (Freq:1, Sim:98%)
Alvarez, Rosicler Rocha Aiza;100.0;6;Alvarez, Rosicler Rocha Aiza (Freq:6, Sim:100%)
Alvarez, Tomás Aiza;100.0;2;Alvarez, Tomás Aiza (Freq:2, Sim:100%)
Alves Júnior, José Arcanjo;100.0;1;Alves Júnior, José Arcanjo (Freq:1, Sim:100%)
Alves Júnior, Reginaldo Torres;95.0;1;Alves Júnior, Reginaldo Torres (Freq:1, Sim:100%) | Ré, Reginaldo (Freq:1, Sim:90%)
Alves Neto, José;100.0;2;Alves Neto, José (Freq:2, Sim:100%)
Alves, Acácio Machado;100.0;4;Alves, Acácio Machado (Freq:4, Sim:100%)
Alves, Adeir Ferreira;100.0;2;Alves, Adeir Ferreira (Freq:2, Sim:100%)
Alves, Adriana Melo;100.0;2;Alves, Adriana Melo (Freq:2, Sim:100%)
Alves, Adriana Silva;100.0;2;Alves, Adriana Silva (Freq:2, Sim:100%)
Alves, Alessandra Beatriz Carneiro Gonçalves;100.0;2;Alves, Alessandra Beatriz Carneiro Gonçalves (Freq:2, Sim:100%)
Alves, Alexandre Alonso;100.0;2;Alves, Alexandre Alonso (Freq:2, Sim:100%)
Alves, Aline Teixeira;99.0;7;Alves, Aline Teixeira (Freq:7, Sim:100%) | Alves, Aline Teixeira (Freq:3, Sim:98%)
Alves, Ana Cristina de Jesus;100.0;2;Alves, Ana Cristina de Jesus (Freq:2, Sim:100%)
Alves, Angelica Rodrigues;99.0;1;Alves, Angelica Rodrigues (Freq:1, Sim:100%) | Alves, Angélica Rodrigues (Freq:1, Sim:98%)
Alves, Bárbara Manuella Cardoso Sodré;99.5;3;Alves, Bárbara Manuella Cardoso Sodré (Freq:3, Sim:100%) | Alves, Barbara Manuella Cardoso Sodré (Freq:1, Sim:99%)
Alves, Caroline de Oliveira;100.0;2;Alves, Caroline de Oliveira (Freq:2, Sim:100%)
Alves, Claudia de Oliveira;99.0;1;Alves, Claudia de Oliveira (Freq:1, Sim:100%) | Alves, Cláudia de Oliveira (Freq:1, Sim:98%)
Alves, Cleilton Rocha;100.0;2;Alves, Cleilton Rocha (Freq:2, Sim:100%)
Alves, Cláudia de Oliveira (org.);100.0;1;Alves, Cláudia de Oliveira (org.) (Freq:1, Sim:100%)
Alves, Cláudio N.;96.5;1;Alves, Cláudio N. (Freq:1, Sim:100%) | Alves, Claudio N. (Freq:1, Sim:93%)
Alves, Conceição de Maria Albuquerque;99.5;2;Alves, Conceição de Maria Albuquerque (Freq:2, Sim:100%) | Alves, Conceição de Maria Albuquerque (Freq:1, Sim:99%)
Alves, Cristiane Ferreira;95.0;1;Alves, Cristiane (Freq:1, Sim:100%) | Alves, Cristiane Ferreira (Freq:1, Sim:90%)
Alves, Cássia Cristina de Paula;100.0;2;Alves, Cássia Cristina de Paula (Freq:2, Sim:100%)
Alves, Cândida Beatriz;99.0;3;Alves, Cândida Beatriz (Freq:3, Sim:100%) | Alves, Cândida Beatriz (Freq:2, Sim:98%)
Alves, Daniella de Sousa Mendes Moreira;100.0;3;Alves, Daniella de Sousa Mendes Moreira (Freq:3, Sim:100%)
Alves, Deborah Silva;100.0;2;Alves, Deborah Silva (Freq:2, Sim:100%)
Alves, Domingos;100.0;2;Alves, Domingos (Freq:2, Sim:100%)
Alves, Débora S.;100.0;3;Alves, Débora S. (Freq:3, Sim:100%)
Alves, Edson Raimundo da Silva;97.5;1;Alves, Edson Raimundo da Silva (Freq:1, Sim:100%) | Silva, Raimundo Alves da (Freq:1, Sim:95%)
Alves, Elder Patrick Maia;100.0;2;Alves, Elder Patrick Maia (Freq:2, Sim:100%)
Alves, Elioenai Dornelles;99.0;37;Alves, Elioenai Dornelles (Freq:37, Sim:100%) | Alves, Elioenai Dornelles (Freq:1, Sim:98%)
Alves, Elisa de Souza;95.0;1;Alves, Elisa de Souza (Freq:1, Sim:100%) | Alves, Laís de Souza (Freq:1, Sim:90%)
Alves, Eliseu;100.0;3;Alves, Eliseu (Freq:3, Sim:100%)
Alves, Emiliano Rivello;99.0;1;Alves, Emiliano Rivello (Freq:1, Sim:100%) | Alves, Emiliano Rivello (Freq:1, Sim:98%)
Alves, Fábio Ultra;95.0;1;Alves, Fábio (Freq:1, Sim:100%) | Alves, Fábio Ultra (Freq:1, Sim:90%)
Alves, Gelson de Sousa;100.0;2;Alves, Gelson de Sousa (Freq:2, Sim:100%)
Alves, Geraldo Eleno Silveira;99.0;2;Alves, Geraldo Eleno Silveira (Freq:2, Sim:100%) | Alves, Geraldo Eleno Silveira (Freq:1, Sim:98%)
Alves, Gissele;100.0;2;Alves, Gissele (Freq:2, Sim:100%)
Alves, Guilherme Di Angellis da Silva;97.5;2;Alves, Guilherme Di Angellis da Silva (Freq:2, Sim:100%) | Silva, Guilherme Alves da (Freq:1, Sim:95%)
Alves, Gustavo de Freitas;100.0;2;Alves, Gustavo de Freitas (Freq:2, Sim:100%)
Alves, Hanna;98.0;2;Alves, Hanna (Freq:2, Sim:100%) | Alves, Hanna (Freq:1, Sim:96%)
Alves, Helena Maria Ramos;100.0;2;Alves, Helena Maria Ramos (Freq:2, Sim:100%)
Alves, Hisa Dutra;100.0;4;Alves, Hisa Dutra (Freq:4, Sim:100%)
Alves, Ilana Zuila Monteiro;100.0;2;Alves, Ilana Zuila Monteiro (Freq:2, Sim:100%)
Alves, Isabel Cristina Nogueira;97.5;3;Alves, Isabel Cristina Nogueira (Freq:3, Sim:100%) | Alves, Isabel Cristina (Freq:1, Sim:95%)
Alves, Isabella de Oliveira;96.5;1;Alves, Isabella de Oliveira (Freq:1, Sim:100%) | Oliveira, Isabela Alves de (Freq:1, Sim:93%)
Alves, Jordan Meneses;100.0;2;Alves, Jordan Meneses (Freq:2, Sim:100%)
Alves, José Luiz Hamburgo;96.7;1;Alves, José Luiz Hamburgo (Freq:1, Sim:100%) | Alves, José Luiz de Hamburgo (Freq:1, Sim:95%) | Alves, José Luiz de Hamburgo (Freq:1, Sim:95%)
Alves, João Armando;100.0;2;Alves, João Armando (Freq:2, Sim:100%)
Alves, Juliana Ferreira;95.5;1;Alves, Juliana Ferreira (Freq:1, Sim:100%) | Alves, Luana Ferreira (Freq:1, Sim:91%)
Alves, Karla Roberta Castro Pinheiro;100.0;2;Alves, Karla Roberta Castro Pinheiro (Freq:2, Sim:100%)
Alves, Larissa de Araújo;100.0;2;Alves, Larissa de Araújo (Freq:2, Sim:100%)
Alves, Layana Costa;100.0;2;Alves, Layana Costa (Freq:2, Sim:100%)
Alves, Lilian de Sousa;100.0;2;Alves, Lilian de Sousa (Freq:2, Sim:100%)
Alves, Luana Marsicano;100.0;2;Alves, Luana Marsicano (Freq:2, Sim:100%)
Alves, Lucas Gomes de Brito;100.0;2;Alves, Lucas Gomes de Brito (Freq:2, Sim:100%)
Alves, Luciana Arruda;100.0;1;Alves, Luciana Arruda (Freq:1, Sim:100%)
Alves, Luciana Mendonça;99.0;5;Alves, Luciana Mendonça (Freq:5, Sim:100%) | Alves, Luciana Mendonça (Freq:1, Sim:98%)
Alves, Luciano Moreira;100.0;1;Alves, Luciano Moreira (Freq:1, Sim:100%)
Alves, Luciano Ricardo Rath;100.0;1;Alves, Luciano Ricardo Rath (Freq:1, Sim:100%)
Alves, Luiz Augusto da Silva;97.5;1;Alves, Luiz Augusto da Silva (Freq:1, Sim:100%) | Silva, Luiz Alves da (Freq:1, Sim:95%)
Alves, Marccus;100.0;4;Alves, Marccus (Freq:4, Sim:100%)
Alves, Maria Odete;100.0;3;Alves, Maria Odete (Freq:3, Sim:100%)
Alves, Maria Tereza Ribeiro;100.0;2;Alves, Maria Tereza Ribeiro (Freq:2, Sim:100%)
Alves, Maria da Conceição Lima;100.0;2;Alves, Maria da Conceição Lima (Freq:2, Sim:100%)
Alves, Maria de Fátima Costa;100.0;2;Alves, Maria de Fátima Costa (Freq:2, Sim:100%)
Alves, Maria do Rosário do Nascimento Ribeiro;100.0;2;Alves, Maria do Rosário do Nascimento Ribeiro (Freq:2, Sim:100%)
Alves, Mayara Resende;100.0;2;Alves, Mayara Resende (Freq:2, Sim:100%)
Alves, Melquizedeque Bento;100.0;5;Alves, Melquizedeque Bento (Freq:5, Sim:100%)
Alves, Miriam Santos;100.0;2;Alves, Miriam Santos (Freq:2, Sim:100%)
Alves, Natália Ribeiro de Magalhães;95.5;4;Alves, Natália Ribeiro de Magalhães (Freq:4, Sim:100%) | Alves, N. Ribeiro de Magalhães (Freq:1, Sim:91%)
Alves, Nayra Suelen Gomes Dias;99.0;1;Alves, Nayra Suelen Gomes Dias (Freq:1, Sim:100%) | Alves, Nayra Suélen Gomes Dias (Freq:1, Sim:98%)
Alves, Paola Biasoli;100.0;3;Alves, Paola Biasoli (Freq:3, Sim:100%)
Alves, Patrick Franco;100.0;2;Alves, Patrick Franco (Freq:2, Sim:100%)
Alves, Paulo Henrique Ferreira;100.0;2;Alves, Paulo Henrique Ferreira (Freq:2, Sim:100%)
Alves, Pedro Cardoso;100.0;2;Alves, Pedro Cardoso (Freq:2, Sim:100%)
Alves, Pedro Diniz;100.0;3;Alves, Pedro Diniz (Freq:3, Sim:100%)
Alves, Pedro Victor Freire de Souza;100.0;2;Alves, Pedro Victor Freire de Souza (Freq:2, Sim:100%)
Alves, Penha Cristina Zaidan;100.0;4;Alves, Penha Cristina Zaidan (Freq:4, Sim:100%)
Alves, Priscilla Souza Ramos;97.5;1;Alves, Priscilla Souza (Freq:1, Sim:100%) | Alves, Priscilla Souza Ramos (Freq:1, Sim:95%)
Alves, Rafaela Brandão;100.0;2;Alves, Rafaela Brandão (Freq:2, Sim:100%)
Alves, Rafaella Lemos;100.0;2;Alves, Rafaella Lemos (Freq:2, Sim:100%)
Alves, Raquel Aparecida;100.0;2;Alves, Raquel Aparecida (Freq:2, Sim:100%)
Alves, Ray Pinheiro;100.0;3;Alves, Ray Pinheiro (Freq:3, Sim:100%)
